Year,Month,Day,UWnd
1901,12,11,22.884216
1901,12,12,19.638647
1901,12,13,16.132698
1901,12,14,14.127625
1901,12,15,14.022072
1901,12,16,15.21374
1901,12,17,14.756752
1901,12,18,17.310249
1901,12,19,16.73748
1901,12,20,16.079617
1901,12,21,20.262794
1901,12,22,25.121407
1901,12,23,27.286762
1901,12,24,27.898483
1901,12,25,27.515839
1901,12,26,25.504522
1901,12,27,25.085247
1901,12,28,23.584187
1901,12,29,20.855593
1901,12,30,19.901175
1901,12,31,19.570507
1902,1,1,19.467087
1902,1,2,18.676044
1902,1,3,18.661396
1902,1,4,20.726908
1902,1,5,22.518
1902,1,6,23.695765
1902,1,7,23.118277
1902,1,8,21.000217
1902,1,9,21.319302
1902,1,10,20.281269
1902,1,11,17.399363
1902,1,12,15.565909
1902,1,13,15.514176
1902,1,14,15.371101
1902,1,15,15.497695
1902,1,16,16.843208
1902,1,17,19.498867
1902,1,18,19.632185
1902,1,19,19.39756
1902,1,20,19.705423
1902,1,21,20.637211
1902,1,22,20.373665
1902,1,23,18.843254
1902,1,24,16.329611
1902,1,25,20.12355
1902,1,26,22.78005
1902,1,27,23.280499
1902,1,28,23.317234
1902,1,29,20.511366
1902,1,30,13.892326
1902,1,31,12.293363
1902,2,1,9.2382889
1902,2,2,4.1779027
1902,2,3,3.3277946
1902,2,4,2.8437989
1902,2,5,3.0686932
1902,2,6,4.9369307
1902,2,7,8.9926033
1902,2,8,10.36875
1902,2,9,12.484984
1902,2,10,13.709689
1902,2,11,14.855071
1902,2,12,12.30815
1902,2,13,10.741571
1902,2,14,12.366889
1902,2,15,15.972584
1902,2,16,15.941883
1902,2,17,16.092228
1902,2,18,16.133535
1902,2,19,13.260245
1902,2,20,13.256287
1902,2,21,13.487859
1902,2,22,11.751434
1902,2,23,11.331106
1902,2,24,11.11149
1902,2,25,13.727619
1902,2,26,14.868467
1902,2,27,13.2854
1902,2,28,12.506894
1902,3,1,13.458001
1902,3,2,17.552015
1902,3,3,19.550251
1902,3,4,17.524372
1902,3,5,17.45804
1902,3,6,20.593193
1902,3,7,18.805353
1902,3,8,17.407734
1902,3,9,16.298199
1902,3,10,16.399319
1902,3,11,18.825893
1902,3,12,22.685173
1902,3,13,23.7878
1902,3,14,23.563377
1902,3,15,22.980017
1902,3,16,21.837559
1902,3,17,20.892834
1902,3,18,20.682541
1902,3,19,18.869703
1902,3,20,15.924638
1902,3,21,13.601305
1902,3,22,10.354267
1902,3,23,10.272912
1902,3,24,12.325201
1902,3,25,12.461607
1902,3,26,11.559475
1902,3,27,13.965241
1902,3,28,17.245314
1902,3,29,17.291039
1902,3,30,19.252075
1902,3,31,21.380854
1902,4,1,21.393572
1902,4,2,19.38327
1902,4,3,18.016823
1902,4,4,18.143475
1902,4,5,18.783741
1902,4,6,18.394894
1902,4,7,18.020905
1902,4,8,17.212383
1902,4,9,14.516565
1902,4,10,11.068124
1902,4,11,9.559166
1902,4,12,8.8723307
1902,4,13,9.9045544
1902,4,14,9.7399349
1902,4,15,10.500311
1902,4,16,11.820835
1902,4,17,13.713793
1902,4,18,14.020599
1902,4,19,12.825983
1902,4,20,13.695683
1902,4,21,15.517384
1902,4,22,13.63532
1902,4,23,12.31834
1902,4,24,13.62956
1902,4,25,13.610039
1902,4,26,12.739827
1902,4,27,13.166951
1902,4,28,12.353971
1902,4,29,12.377911
1902,4,30,14.513829
1902,5,1,15.960092
1902,5,2,15.964737
1902,5,3,16.186981
1902,5,4,16.78587
1902,5,5,16.115784
1902,5,6,15.154159
1902,5,7,12.947536
1902,5,8,10.206097
1902,5,9,8.956254
1902,5,10,9.5017862
1902,5,11,8.8841438
1902,5,12,7.5030999
1902,5,13,8.0456171
1902,5,14,10.701453
1902,5,15,12.597973
1902,5,16,13.518406
1902,5,17,14.083674
1902,5,18,14.234729
1902,5,19,14.326315
1902,5,20,14.515537
1902,5,21,14.520538
1902,5,22,15.54463
1902,5,23,16.073833
1902,5,24,15.584611
1902,5,25,16.550537
1902,5,26,17.834721
1902,5,27,18.186764
1902,5,28,17.648354
1902,5,29,15.762066
1902,5,30,14.849836
1902,5,31,13.460677
1902,6,1,13.474336
1902,6,2,13.390771
1902,6,3,12.971693
1902,6,4,11.781423
1902,6,5,12.822174
1902,6,6,13.364344
1902,6,7,13.197893
1902,6,8,13.6415
1902,6,9,14.418129
1902,6,10,14.90402
1902,6,11,15.534679
1902,6,12,15.675251
1902,6,13,16.118036
1902,6,14,15.837852
1902,6,15,14.938137
1902,6,16,14.695894
1902,6,17,13.682909
1902,6,18,12.446011
1902,6,19,10.144588
1902,6,20,9.752737
1902,6,21,10.452164
1902,6,22,12.034422
1902,6,23,13.214176
1902,6,24,13.099119
